job_title,employment_type,experience_level,expertise_level,salary,salary_currency,company_location,salary_in_usd,employee_residence,company_size,year,standardized_salary
Data Engineer,Full-Time,Senior,Expert,210000,United States Dollar,United States,210000,United States,Medium,2023,0.22579902886813125
Data Engineer,Full-Time,Senior,Expert,165000,United States Dollar,United States,165000,United States,Medium,2023,0.02601715777225271
Data Engineer,Full-Time,Senior,Expert,185900,United States Dollar,United States,185900,United States,Medium,2023,0.11880473790344964
Data Engineer,Full-Time,Senior,Expert,129300,United States Dollar,United States,129300,United States,Medium,2023,-0.13247645996381094
Data Scientist,Full-Time,Senior,Expert,140000,United States Dollar,United States,140000,United States,Medium,2023,-0.09291012818353507
Data Scientist,Full-Time,Senior,Expert,126000,United States Dollar,United States,126000,United States,Medium,2023,-0.10355444056105488
Data Scientist,Full-Time,Senior,Expert,170000,United States Dollar,United States,170000,United States,Medium,2023,-0.07010088737456403
Data Scientist,Full-Time,Senior,Expert,130000,United States Dollar,United States,130000,United States,Medium,2023,-0.10051320845319207
Data Engineer,Full-Time,Mid,Intermediate,85000,British Pound Sterling,United Kingdom,104584,United Kingdom,Medium,2023,-0.3291506130648647
Data Engineer,Full-Time,Mid,Intermediate,75000,British Pound Sterling,United Kingdom,92280,United Kingdom,Medium,2023,-0.3735465844195044
Analytics Engineer,Full-Time,Senior,Expert,208500,United States Dollar,United States,208500,United States,Medium,2023,0.9938325816308607
Analytics Engineer,Full-Time,Senior,Expert,165000,United States Dollar,United States,165000,United States,Medium,2023,0.22108607945487105
Data Engineer,Full-Time,Senior,Expert,72000,Euro,Germany,77737,Germany,Large,2023,-0.3868653758258963
Data Engineer,Full-Time,Senior,Expert,80000,Euro,Sweden,86374,Germany,Large,2023,-0.35134859874218455
Business Intelligence Developer,Full-Time,Senior,Expert,169000,United States Dollar,United States,169000,United States,Medium,2023,1.2406476103863544
Business Intelligence Developer,Full-Time,Senior,Expert,110600,United States Dollar,United States,110600,United States,Medium,2023,-0.02427687547784447
Data Scientist,Full-Time,Senior,Expert,185900,United States Dollar,United States,185900,United States,Medium,2023,-0.058011989745809386
Data Scientist,Full-Time,Senior,Expert,129300,United States Dollar,United States,129300,United States,Medium,2023,-0.10104542407206807
Data Scientist,Full-Time,Senior,Expert,225000,United States Dollar,United States,225000,United States,Medium,2023,-0.02828394589145047
Data Scientist,Full-Time,Senior,Expert,156400,United States Dollar,United States,156400,United States,Medium,2023,-0.08044107654129758
Machine Learning Engineer,Full-Time,Senior,Expert,309000,United States Dollar,United States,309000,United States,Medium,2023,0.3821577961001906
Machine Learning Engineer,Full-Time,Senior,Expert,142000,United States Dollar,United States,142000,United States,Medium,2023,-0.17047526801726567
Data Analyst,Full-Time,Senior,Expert,204500,United States Dollar,United States,204500,United States,Medium,2023,0.9148560214218252
Data Analyst,Full-Time,Senior,Expert,138900,United States Dollar,United States,138900,United States,Medium,2023,0.23964786068413457
Machine Learning Engineer,Full-Time,Senior,Expert,323300,United States Dollar,United States,323300,United States,Medium,2023,0.42947907045276323
Machine Learning Engineer,Full-Time,Senior,Expert,184700,United States Dollar,United States,184700,United States,Medium,2023,-0.029173280964478944
Machine Learning Engineer,Full-Time,Senior,Expert,247500,United States Dollar,United States,247500,United States,Medium,2023,0.17864322458388185
Machine Learning Engineer,Full-Time,Senior,Expert,172200,United States Dollar,United States,172200,United States,Medium,2023,-0.07053803127267178
Decision Scientist,Full-Time,Senior,Expert,204500,United States Dollar,United States,204500,United States,Medium,2023,1.6342499603975544
Decision Scientist,Full-Time,Senior,Expert,142200,United States Dollar,United States,142200,United States,Medium,2023,-0.6055250481799858
Machine Learning Software Engineer,Full-Time,Mid,Intermediate,2000000,Indian Rupee,India,24322,India,Large,2023,3.2970049703281745
BI Developer,Full-Time,Senior,Expert,135000,United States Dollar,United States,135000,United States,Medium,2023,0.35428131177820094
BI Developer,Full-Time,Senior,Expert,110000,United States Dollar,United States,110000,United States,Medium,2023,-0.3284878115630859
Machine Learning Scientist,Full-Time,Senior,Expert,180514,United States Dollar,United Kingdom,180514,United Kingdom,Medium,2023,0.11790882143643065
Machine Learning Scientist,Full-Time,Senior,Expert,108308,United States Dollar,United Kingdom,108308,United Kingdom,Medium,2023,-1.1399455411781854
BI Analyst,Full-Time,Senior,Expert,118800,United States Dollar,United States,118800,United States,Medium,2023,-0.22077456851884666
BI Analyst,Full-Time,Senior,Expert,75000,United States Dollar,United States,75000,United States,Medium,2023,-0.8199899352868472
Data Manager,Full-Time,Senior,Expert,145000,United States Dollar,United States,145000,United States,Medium,2023,0.8030720728786803
Data Manager,Full-Time,Senior,Expert,130000,United States Dollar,United States,130000,United States,Medium,2023,0.45141791476337323
Data Engineer,Full-Time,Senior,Expert,180514,United States Dollar,United Kingdom,180514,United Kingdom,Medium,2023,0.09489306773184071
Data Engineer,Full-Time,Senior,Expert,108308,United States Dollar,United Kingdom,108308,United Kingdom,Medium,2023,-0.22567248303147056
Machine Learning Engineer,Full-Time,Senior,Expert,193600,United States Dollar,United States,193600,United States,Medium,2023,0.0002784212549543545
Machine Learning Engineer,Full-Time,Senior,Expert,119700,United States Dollar,United States,119700,United States,Medium,2023,-0.24426998256708168
BI Analyst,Full-Time,Senior,Expert,130800,United States Dollar,United States,130800,United States,Medium,2023,-0.05660597488377801
BI Analyst,Full-Time,Senior,Expert,87200,United States Dollar,United States,87200,United States,Medium,2023,-0.6530851984245274
Data Engineer,Full-Time,Senior,Expert,215000,United States Dollar,United States,215000,United States,Medium,2023,0.2479970145454511
Data Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States,150000,United States,Medium,2023,-0.04057679925970681
Business Intelligence Engineer,Full-Time,Executive,Director,247500,United States Dollar,United States,247500,United States,Medium,2023,1.5834180909620772
Business Intelligence Engineer,Full-Time,Executive,Director,172200,United States Dollar,United States,172200,United States,Medium,2023,-0.0021483483393861867
Data Scientist,Full-Time,Mid,Intermediate,50000,British Pound Sterling,United Kingdom,61520,United Kingdom,Medium,2023,-0.16133785061044817
Data Scientist,Full-Time,Mid,Intermediate,40000,British Pound Sterling,United Kingdom,49216,United Kingdom,Medium,2023,-0.16894093088010517
Machine Learning Engineer,Full-Time,Senior,Expert,204500,United States Dollar,United States,204500,United States,Medium,2023,0.03634848352369851
Machine Learning Engineer,Full-Time,Senior,Expert,142200,United States Dollar,United States,142200,United States,Medium,2023,-0.1698134320123346
Data Analyst,Full-Time,Senior,Expert,169000,United States Dollar,United States,169000,United States,Medium,2023,0.54946136126652
Data Analyst,Full-Time,Senior,Expert,110600,United States Dollar,United States,110600,United States,Medium,2023,-0.05163858670727771
ML Engineer,Full-Time,Senior,Expert,238000,United States Dollar,United States,238000,United States,Medium,2023,-0.14592566901165013
ML Engineer,Full-Time,Senior,Expert,173000,United States Dollar,United States,173000,United States,Medium,2023,-0.19453029315881049
Business Intelligence Engineer,Full-Time,Senior,Expert,225000,United States Dollar,United States,225000,United States,Medium,2023,1.1096432585014806
Business Intelligence Engineer,Full-Time,Senior,Expert,156400,United States Dollar,United States,156400,United States,Medium,2023,-0.3348435640228274
Data Engineer,Full-Time,Executive,Director,205785,United States Dollar,United Kingdom,205785,United Kingdom,Medium,2023,0.20708612694215064
Data Engineer,Full-Time,Executive,Director,123471,United States Dollar,United Kingdom,123471,United Kingdom,Medium,2023,-0.15835487166643042
Data Science Manager,Full-Time,Senior,Expert,299500,United States Dollar,United States,299500,United States,Medium,2023,-0.06747131535437462
Data Science Manager,Full-Time,Senior,Expert,245100,United States Dollar,United States,245100,United States,Medium,2023,-0.12223578712440325
Data Scientist,Full-Time,Senior,Expert,153600,United States Dollar,United States,153600,United States,Medium,2023,-0.08256993901680153
Data Scientist,Full-Time,Senior,Expert,106800,United States Dollar,United States,106800,United States,Medium,2023,-0.11815235467879635
AI Programmer,Full-Time,Entry,Junior,40000,United States Dollar,"Korea, Republic of",40000,"Korea, Republic of",Small,2023,-0.8660254037844386
Data Scientist,Full-Time,Senior,Expert,66000,Euro,Spain,71259,Spain,Medium,2023,-0.14917292217899694
Data Scientist,Full-Time,Mid,Intermediate,125000,United States Dollar,United States,125000,United States,Medium,2023,-0.10431474858802059
Data Scientist,Full-Time,Mid,Intermediate,90000,United States Dollar,United States,90000,United States,Medium,2023,-0.13092552953182013
ML Engineer,Full-Time,Senior,Expert,290000,United States Dollar,United States,290000,United States,Medium,2023,-0.10704196969392182
ML Engineer,Full-Time,Senior,Expert,226000,United States Dollar,United States,226000,United States,Medium,2023,-0.15489883039266436
Applied Scientist,Full-Time,Senior,Expert,222200,United States Dollar,United States,222200,United States,Large,2023,0.683391817736075
Applied Scientist,Full-Time,Senior,Expert,136000,United States Dollar,United States,136000,United States,Large,2023,-0.7689588723122471
Data Scientist,Full-Time,Senior,Expert,161000,United States Dollar,United States,161000,United States,Medium,2023,-0.07694365961725534
Data Scientist,Full-Time,Senior,Expert,151000,United States Dollar,United States,151000,United States,Medium,2023,-0.08454673988691236
Data Analyst,Full-Time,Senior,Expert,49200,Euro,Estonia,53120,Estonia,Medium,2023,-0.6836169566660308
Data Analyst,Full-Time,Senior,Expert,36000,Euro,Estonia,38868,Estonia,Medium,2023,-0.8194820133998344
Data Engineer,Full-Time,Senior,Expert,136994,United States Dollar,United States,136994,United States,Medium,2023,-0.09831819960355118
Data Engineer,Full-Time,Senior,Expert,101570,United States Dollar,United States,101570,United States,Medium,2023,-0.25558648853022675
Data Scientist,Full-Time,Senior,Expert,214500,United States Dollar,United States,214500,United States,Medium,2023,-0.03626718017459033
Data Scientist,Full-Time,Senior,Expert,150000,United States Dollar,United States,150000,United States,Medium,2023,-0.08530704791387805
Analytics Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States,150000,United States,Medium,2023,-0.04537823164029781
Analytics Engineer,Full-Time,Senior,Expert,120000,United States Dollar,United States,120000,United States,Medium,2023,-0.5783068538306355
Data Engineer,Full-Time,Senior,Expert,278300,United States Dollar,United States,278300,United States,Medium,2023,0.5290235132203203
Data Engineer,Full-Time,Senior,Expert,205700,United States Dollar,United States,205700,United States,Medium,2023,0.2067087611856362
Applied Scientist,Full-Time,Senior,Expert,185900,United States Dollar,United States,185900,United States,Medium,2023,0.0717870607899719
Applied Scientist,Full-Time,Senior,Expert,167310,United States Dollar,United States,167310,United States,Medium,2023,-0.24142870867636582
Data Engineer,Full-Time,Mid,Intermediate,114000,United States Dollar,United States,114000,United States,Medium,2023,-0.20040229613640964
Data Engineer,Full-Time,Mid,Intermediate,100000,United States Dollar,United States,100000,United States,Medium,2023,-0.2625566560329052
Applied Scientist,Full-Time,Senior,Expert,260000,United States Dollar,United States,260000,United States,Large,2023,1.3202694985229264
Data Engineer,Full-Time,Senior,Expert,162000,United States Dollar,United States,162000,United States,Medium,2023,0.012698366365860806
Data Engineer,Full-Time,Senior,Expert,111000,United States Dollar,United States,111000,United States,Medium,2023,-0.21372108754280156
Data Engineer,Full-Time,Senior,Expert,225500,United States Dollar,United States,225500,United States,Medium,2023,0.29461278446782274
Data Engineer,Full-Time,Senior,Expert,139400,United States Dollar,United States,139400,United States,Medium,2023,-0.08763652889562487
Data Analytics Manager,Full-Time,Mid,Intermediate,177000,United States Dollar,United States,177000,United States,Medium,2023,-0.1614324494835686
Data Analytics Manager,Full-Time,Mid,Intermediate,110000,United States Dollar,United States,110000,United States,Medium,2023,-0.2680741689440225
Data Analyst,Full-Time,Senior,Expert,120350,United States Dollar,United States,120350,United States,Medium,2023,0.04871628474382723
Data Analyst,Full-Time,Senior,Expert,74400,United States Dollar,United States,74400,United States,Medium,2023,-0.4242382119924058
Data Engineer,Full-Time,Senior,Expert,194000,United States Dollar,United States,194000,United States,Medium,2023,0.15476547470070778
Data Engineer,Full-Time,Senior,Expert,161000,United States Dollar,United States,161000,United States,Medium,2023,0.008258769230396838
Research Engineer,Full-Time,Entry,Junior,30000,Euro,France,32390,France,Medium,2023,-0.3443711224826746
Machine Learning Engineer,Full-Time,Senior,Expert,184950,United States Dollar,United States,184950,United States,Medium,2023,-0.028345985958315088
Machine Learning Engineer,Full-Time,Senior,Expert,119250,United States Dollar,United States,119250,United States,Medium,2023,-0.24575911357817662
Data Engineer,Full-Time,Senior,Expert,178500,United States Dollar,United States,178500,United States,Medium,2023,0.08595171910101627
Data Engineer,Full-Time,Senior,Expert,136000,United States Dollar,United States,136000,United States,Medium,2023,-0.10273115915620236
Machine Learning Engineer,Full-Time,Senior,Expert,189000,United States Dollar,United States,189000,United States,Medium,2023,-0.014943806858460609
Machine Learning Engineer,Full-Time,Senior,Expert,159090,United States Dollar,United States,159090,United States,Medium,2023,-0.11392138139590442
Data Engineer,Full-Time,Mid,Intermediate,91000,United States Dollar,United States,91000,United States,Medium,2023,-0.30251303025208093
Data Engineer,Full-Time,Mid,Intermediate,82000,United States Dollar,United States,82000,United States,Medium,2023,-0.3424694044712566
Data Engineer,Full-Time,Senior,Expert,149076,United States Dollar,United States,149076,United States,Medium,2023,-0.04467898701287551
Data Engineer,Full-Time,Senior,Expert,82365,United States Dollar,United States,82365,United States,Medium,2023,-0.34084895151681227
Applied Scientist,Full-Time,Senior,Expert,192000,United States Dollar,United States,192000,United States,Medium,2023,0.17456361774234735
Applied Scientist,Full-Time,Senior,Expert,164000,United States Dollar,United States,164000,United States,Medium,2023,-0.29719762728494986
Data Scientist,Full-Time,Senior,Expert,175000,United States Dollar,United States,175000,United States,Medium,2023,-0.06629934723973553
Data Scientist,Full-Time,Senior,Expert,125000,United States Dollar,United States,125000,United States,Medium,2023,-0.10431474858802059
Data Engineer,Full-Time,Senior,Expert,194595,United States Dollar,United States,194595,United States,Medium,2023,0.15740703499630884
Data Engineer,Full-Time,Senior,Expert,158000,United States Dollar,United States,158000,United States,Medium,2023,-0.005060022175995065
Data Engineer,Full-Time,Senior,Expert,240500,United States Dollar,United States,240500,United States,Large,2023,0.36120674149978227
Data Engineer,Full-Time,Senior,Expert,123700,United States Dollar,United States,123700,United States,Large,2023,-0.15733820392240916
Data Scientist,Full-Time,Senior,Expert,212800,United States Dollar,United States,212800,United States,Large,2023,-0.03755970382043203
Data Scientist,Full-Time,Senior,Expert,111600,United States Dollar,United States,111600,United States,Large,2023,-0.11450287614936099
Research Engineer,Full-Time,Mid,Intermediate,257400,United States Dollar,United States,257400,United States,Medium,2023,-0.006799678546814635
Research Engineer,Full-Time,Mid,Intermediate,193500,United States Dollar,United States,193500,United States,Medium,2023,-0.10165814498261697
ML Engineer,Full-Time,Senior,Expert,305000,United States Dollar,United States,305000,United States,Medium,2023,-0.09582551796765405
ML Engineer,Full-Time,Senior,Expert,245000,United States Dollar,United States,245000,United States,Medium,2023,-0.14069132487272515
Data Scientist,Full-Time,Senior,Expert,205485,United States Dollar,United States,205485,United States,Medium,2023,-0.04312135703768613
Data Scientist,Full-Time,Senior,Expert,156560,United States Dollar,United States,156560,United States,Medium,2023,-0.08031942725698306
Data Analyst,Full-Time,Senior,Expert,168000,United States Dollar,United States,168000,United States,Large,2023,0.5391685539382016
Data Analyst,Full-Time,Senior,Expert,78400,United States Dollar,United States,78400,United States,Large,2023,-0.383066982679132
Machine Learning Engineer,Full-Time,Senior,Expert,260000,United States Dollar,United States,260000,United States,Medium,2023,0.2200079748920747
Machine Learning Engineer,Full-Time,Senior,Expert,175000,United States Dollar,United States,175000,United States,Medium,2023,-0.06127232720363658
Data Engineer,Full-Time,Executive,Director,130002,United States Dollar,United States,130002,United States,Medium,2023,-0.12935986277471523
Data Engineer,Full-Time,Executive,Director,71908,United States Dollar,United States,71908,United States,Medium,2023,-0.387273818762359
Data Analyst,Full-Time,Senior,Expert,212000,United States Dollar,United States,212000,United States,Medium,2023,0.9920520763842137
Data Analyst,Full-Time,Senior,Expert,132000,United States Dollar,United States,132000,United States,Medium,2023,0.16862749011873723
Data Analyst,Full-Time,Mid,Intermediate,177000,United States Dollar,United States,177000,United States,Medium,2023,0.6318038198930677
Data Analyst,Full-Time,Mid,Intermediate,110000,United States Dollar,United States,110000,United States,Medium,2023,-0.05781427110426878
Data Scientist,Full-Time,Senior,Expert,164000,United States Dollar,United States,164000,United States,Medium,2023,-0.07466273553635824
Research Scientist,Full-Time,Senior,Expert,248100,United States Dollar,United States,248100,United States,Medium,2023,1.0009501675549757
Research Scientist,Full-Time,Senior,Expert,145900,United States Dollar,United States,145900,United States,Medium,2023,-0.3100731865466636
Data Analyst,Full-Time,Senior,Expert,148000,United States Dollar,United States,148000,United States,Medium,2023,0.3333124073718325
Data Analyst,Full-Time,Senior,Expert,92000,United States Dollar,United States,92000,United States,Medium,2023,-0.24308480301400098
Applied Scientist,Full-Time,Senior,Expert,248100,United States Dollar,United States,248100,United States,Medium,2023,1.1197709693863251
Applied Scientist,Full-Time,Senior,Expert,145900,United States Dollar,United States,145900,United States,Medium,2023,-0.6021575749633099
Data Lead,Full-Time,Senior,Expert,155000,United States Dollar,United States,155000,United States,Medium,2023,-0.1483823672939941
Data Lead,Full-Time,Senior,Expert,38000,United States Dollar,United States,38000,United States,Medium,2023,-1.3354413056459469
Machine Learning Engineer,Full-Time,Senior,Expert,218000,United States Dollar,United States,218000,United States,Medium,2023,0.08102241385654677
Machine Learning Engineer,Full-Time,Senior,Expert,115000,United States Dollar,United States,115000,United States,Medium,2023,-0.2598231286829622
Data Strategist,Full-Time,Senior,Expert,104000,United States Dollar,United States,104000,United States,Medium,2023,1.3793849888392804
Data Strategist,Full-Time,Senior,Expert,86000,United States Dollar,United States,86000,United States,Medium,2023,-0.19513251061628878
Analytics Engineer,Full-Time,Senior,Expert,235400,United States Dollar,United States,235400,United States,Medium,2023,1.4716919128615302
Analytics Engineer,Full-Time,Senior,Expert,108320,United States Dollar,United States,108320,United States,Medium,2023,-0.7857937307367404
Data Quality Analyst,Full-Time,Senior,Expert,95000,United States Dollar,United States,95000,United States,Medium,2023,1.0096593116981618
Data Quality Analyst,Full-Time,Senior,Expert,82000,United States Dollar,United States,82000,United States,Medium,2023,-0.031846028676851365
Data Engineer,Full-Time,Senior,Expert,152375,United States Dollar,United States,152375,United States,Medium,2023,-0.030032756062979882
Data Engineer,Full-Time,Senior,Expert,94000,United States Dollar,United States,94000,United States,Medium,2023,-0.289194238845689
Data Analyst,Full-Time,Senior,Expert,115934,United States Dollar,United States,115934,United States,Medium,2023,0.0032632475819729286
Data Analyst,Full-Time,Senior,Expert,81666,United States Dollar,United States,81666,United States,Medium,2023,-0.34945067394484386
Data Analyst,Full-Time,Mid,Intermediate,79000,United States Dollar,United States,79000,United States,Medium,2023,-0.3768912982821409
Research Scientist,Full-Time,Senior,Expert,273400,United States Dollar,United States,273400,United States,Medium,2023,1.3254990017895303
Research Scientist,Full-Time,Senior,Expert,182200,United States Dollar,United States,182200,United States,Medium,2023,0.15558383648552337
Data Analyst,Full-Time,Mid,Intermediate,160000,United States Dollar,United States,160000,United States,Medium,2023,0.45682609531165397
Data Analyst,Full-Time,Mid,Intermediate,112000,United States Dollar,United States,112000,United States,Medium,2023,-0.037228656447631875
Data Scientist,Full-Time,Senior,Expert,285000,United States Dollar,United States,285000,United States,Medium,2023,0.017334535726491598
Data Scientist,Full-Time,Senior,Expert,154000,United States Dollar,United States,154000,United States,Medium,2023,-0.08226581580601525
Applied Scientist,Full-Time,Senior,Expert,220000,United States Dollar,United States,220000,United States,Medium,2023,0.6463248627696446
Applied Scientist,Full-Time,Senior,Expert,170000,United States Dollar,United States,170000,United States,Medium,2023,-0.19610593192195763
Data Engineer,Full-Time,Executive,Director,174500,United States Dollar,United States,174500,United States,Medium,2023,0.06819333055916041
Data Engineer,Full-Time,Executive,Director,113000,United States Dollar,United States,113000,United States,Medium,2023,-0.2048418932718736
Data Engineer,Full-Time,Senior,Expert,225000,United States Dollar,United States,225000,United States,Medium,2023,0.2923929859000908
Data Engineer,Full-Time,Senior,Expert,125000,United States Dollar,United States,125000,United States,Medium,2023,-0.151566727646306
Data Engineer,Full-Time,Mid,Intermediate,200000,United States Dollar,United States,200000,United States,Medium,2023,0.1814030575134916
Data Engineer,Full-Time,Mid,Intermediate,180000,United States Dollar,United States,180000,United States,Medium,2023,0.09261111480421222
Applied Scientist,Full-Time,Mid,Intermediate,250000,United States Dollar,United States,250000,United States,Medium,2023,1.151783339584606
Applied Scientist,Full-Time,Mid,Intermediate,125000,United States Dollar,United States,125000,United States,Medium,2023,-0.9542936471443996
Data Analyst,Full-Time,Mid,Intermediate,90000,United States Dollar,United States,90000,United States,Medium,2023,-0.26367041767063787
Research Scientist,Full-Time,Mid,Intermediate,275000,United States Dollar,United States,275000,United States,Medium,2023,1.346023829251004
Research Scientist,Full-Time,Mid,Intermediate,200000,United States Dollar,United States,200000,United States,Medium,2023,0.3839225419944195
Machine Learning Engineer,Full-Time,Senior,Expert,258800,United States Dollar,United Kingdom,258800,United Kingdom,Medium,2023,0.2160369588624882
Machine Learning Engineer,Full-Time,Senior,Expert,199200,United States Dollar,United Kingdom,199200,United Kingdom,Medium,2023,0.018809829393024745
Data Scientist,Full-Time,Senior,Expert,177000,United States Dollar,United Kingdom,177000,United Kingdom,Medium,2023,-0.06477873118580413
Data Scientist,Full-Time,Senior,Expert,136000,United States Dollar,United Kingdom,136000,United Kingdom,Medium,2023,-0.09595136029139788
Data Analyst,Full-Time,Mid,Intermediate,80000,United States Dollar,United States,80000,United States,Medium,2023,-0.3665984909538224
Data Analyst,Full-Time,Senior,Expert,115000,United States Dollar,United States,115000,United States,Medium,2023,-0.006350234462676508
Data Analyst,Full-Time,Senior,Expert,75000,United States Dollar,United States,75000,United States,Medium,2023,-0.4180625275954147
Data Analyst,Full-Time,Senior,Expert,138860,United States Dollar,United States,138860,United States,Medium,2023,0.23923614839100182
Data Analyst,Full-Time,Senior,Expert,122720,United States Dollar,United States,122720,United States,Medium,2023,0.07311023811194196
Data Engineer,Full-Time,Senior,Expert,231500,United States Dollar,United States,231500,United States,Medium,2023,0.3212503672806066
Data Engineer,Full-Time,Senior,Expert,118000,United States Dollar,United States,118000,United States,Medium,2023,-0.18264390759455376
Data Scientist,Full-Time,Executive,Director,299500,United States Dollar,United States,299500,United States,Medium,2023,0.028359002117494266
Data Scientist,Full-Time,Executive,Director,249600,United States Dollar,United States,249600,United States,Medium,2023,-0.009580368428094224
Business Intelligence Engineer,Full-Time,Senior,Expert,185000,United States Dollar,United States,185000,United States,Large,2023,0.2673768896826421
Business Intelligence Engineer,Full-Time,Senior,Expert,79600,United States Dollar,United States,79600,United States,Large,2023,-1.951994992154997
Data Analyst,Full-Time,Mid,Intermediate,866000,Philippine Peso,Philippines,15680,Philippines,Large,2023,7.723548069104483
Data Engineer,Full-Time,Mid,Intermediate,120000,United States Dollar,United States,120000,United States,Medium,2023,-0.17376471332362584
Data Engineer,Full-Time,Mid,Intermediate,110000,United States Dollar,United States,110000,United States,Medium,2023,-0.21816068467826552
Data Analyst,Full-Time,Mid,Intermediate,100000,United States Dollar,United States,100000,United States,Medium,2023,-0.16074234438745333
Data Analyst,Full-Time,Mid,Intermediate,75000,United States Dollar,United States,75000,United States,Medium,2023,-0.4180625275954147
Machine Learning Engineer,Full-Time,Senior,Expert,297000,United States Dollar,United States,297000,United States,Medium,2023,0.34244763580432547
Machine Learning Engineer,Full-Time,Senior,Expert,138000,United States Dollar,United States,138000,United States,Medium,2023,-0.18371198811588738
Data Scientist,Full-Time,Mid,Intermediate,135000,United States Dollar,United States,135000,United States,Medium,2023,-0.09671166831836357
Data Scientist,Full-Time,Mid,Intermediate,105000,United States Dollar,United States,105000,United States,Medium,2023,-0.11952090912733461
Data Scientist,Full-Time,Senior,Expert,267100,United States Dollar,United States,267100,United States,Medium,2023,0.003725022043805547
Data Scientist,Full-Time,Senior,Expert,167200,United States Dollar,United States,167200,United States,Medium,2023,-0.072229749850068
Data Scientist,Full-Time,Senior,Expert,202000,United States Dollar,United States,202000,United States,Medium,2023,-0.0457710305116616
Data Engineer,Full-Time,Senior,Expert,174350,United States Dollar,United States,174350,United States,Medium,2023,0.06752739098884081
Data Engineer,Full-Time,Senior,Expert,126800,United States Dollar,United States,126800,United States,Medium,2023,-0.14357545280247086
Data Architect,Full-Time,Senior,Expert,188500,United States Dollar,United States,188500,United States,Medium,2023,0.38206261415902343
Data Architect,Full-Time,Senior,Expert,117000,United States Dollar,United States,117000,United States,Medium,2023,-0.72881156958167
Data Scientist,Full-Time,Senior,Expert,150931,United States Dollar,United States,150931,United States,Medium,2023,-0.08459920114077299
Data Scientist,Full-Time,Senior,Expert,143250,United States Dollar,United States,143250,United States,Medium,2023,-0.09043912709589653
AI Architect,Full-Time,Senior,Expert,330000,United States Dollar,United States,330000,United States,Medium,2023,1.6576005394229874
AI Architect,Full-Time,Senior,Expert,204000,United States Dollar,United States,204000,United States,Medium,2023,-0.5067276260412241
Data Engineer,Full-Time,Senior,Expert,200000,United States Dollar,United States,200000,United States,Medium,2023,0.1814030575134916
Data Engineer,Full-Time,Senior,Expert,160000,United States Dollar,United States,160000,United States,Medium,2023,0.003819172094932871
Data Engineer,Full-Time,Senior,Expert,205600,United States Dollar,United States,205600,United States,Large,2023,0.2062648014720898
Data Engineer,Full-Time,Senior,Expert,105700,United States Dollar,United States,105700,United States,Large,2023,-0.23725095236076058
Machine Learning Engineer,Full-Time,Senior,Expert,324000,United States Dollar,United States,324000,United States,Medium,2023,0.431795496470022
Machine Learning Engineer,Full-Time,Senior,Expert,159000,United States Dollar,United States,159000,United States,Medium,2023,-0.11421920759812342
Data Engineer,Full-Time,Senior,Expert,231000,United States Dollar,United States,231000,United States,Medium,2023,0.3190305687128746
Data Engineer,Full-Time,Senior,Expert,157250,United States Dollar,United States,157250,United States,Medium,2023,-0.00838972002759304
Machine Learning Scientist,Full-Time,Senior,Expert,240000,United States Dollar,United States,240000,United States,Medium,2023,1.1541762315476825
Machine Learning Scientist,Full-Time,Senior,Expert,157250,United States Dollar,United States,157250,United States,Medium,2023,-0.2873583847772694
Data Engineer,Full-Time,Senior,Expert,232000,United States Dollar,United States,232000,United States,Medium,2023,0.32347016584833854
Data Engineer,Full-Time,Senior,Expert,108000,United States Dollar,United States,108000,United States,Medium,2023,-0.22703987894919345
Data Scientist,Full-Time,Senior,Expert,277300,United States Dollar,United Kingdom,277300,United Kingdom,Medium,2023,0.011480163918855698
Data Scientist,Full-Time,Senior,Expert,213300,United States Dollar,United Kingdom,213300,United Kingdom,Medium,2023,-0.03717954980694917
Data Scientist,Full-Time,Senior,Expert,180000,United States Dollar,United States,180000,United States,Medium,2023,-0.06249780710490702
Data Scientist,Full-Time,Senior,Expert,135000,United States Dollar,United States,135000,United States,Medium,2023,-0.09671166831836357
Data Engineer,Full-Time,Senior,Expert,209000,United States Dollar,United States,209000,United States,Medium,2023,0.22135943173266728
Data Engineer,Full-Time,Senior,Expert,135000,United States Dollar,United States,135000,United States,Medium,2023,-0.10717075629166632
Data Scientist,Full-Time,Senior,Expert,184250,United States Dollar,United States,184250,United States,Medium,2023,-0.05926649799030279
Data Scientist,Full-Time,Senior,Expert,167500,United States Dollar,United States,167500,United States,Medium,2023,-0.07200165744197828
Data Engineer,Full-Time,Senior,Expert,95000,United States Dollar,United States,95000,United States,Medium,2023,-0.284754641710225
Data Engineer,Full-Time,Senior,Expert,85000,United States Dollar,United States,85000,United States,Medium,2023,-0.3291506130648647
Data Scientist,Full-Time,Mid,Intermediate,230000,United States Dollar,United States,230000,United States,Medium,2023,-0.024482405756621965
Data Scientist,Full-Time,Mid,Intermediate,175000,United States Dollar,United States,175000,United States,Medium,2023,-0.06629934723973553
Computer Vision Engineer,Full-Time,Mid,Intermediate,90000,British Pound Sterling,United Kingdom,110736,United Kingdom,Medium,2023,-0.5228451044243299
